state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
TX,Bexar,48029,county,5/19/2020,Childcare (K-12),start,"Policy_Details: On Tuesday, May 19, Bexar County Judge Nelson Wolff issued Executive Order NW-08 to supplement the existing Stay Home, Work Safe measures. These additional measures will take effect as of 12:01 a.m. on May 19 and continue through June 4, 2020 unless extended, modified or terminated early by the County Judge, and is consistent with Texas Governor Greg Abbott’s executive order and mandates issued by the City of San Antonio.   Source information: https://www.bexar.org/3234/COVID-19",sip_submission_form: https://www.bexar.org/3234/COVID-19,
ME,Knox,23013,county,5/11/2020,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
NE,Loup,31115,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
PA,Wyoming,42131,county,6/12/2020,Phase 2,start,"Policy_Details: Wyoming County moves to green phase  Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/,
AK,,,state,4/24/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
KS,,,state,3/18/2020,Childcare (K-12),start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NE,Kimball,31105,county,3/30/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
ID,,,state,3/24/2020,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Montague,48337,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
WI,Dane,55025,county,5/26/2020,Food and Drink,start,"Policy_Details: restaurants, bars, food trucks open at 25% indoor capacity (6 guests/table, 6 ft between tables), no customer self-service Phase Level: 1, Phase Details Source information: https://publichealthmdc.com/documents/Forward_Dane.pdf",sip_submission_form: https://publichealthmdc.com/documents/Forward_Dane.pdf,3
CO,Denver,8031,county,6/17/2020,Entertainment,start,"Policy_Details: Horse competitions at National Western Complex can occur with activities limited to 50 people and no spectator shows Phase Level: 2, Phase Details Source information: https://www.denvergov.org/content/denvergov/en/covid-19/coronavirus-news/june-2020/city-and-county-of-denver-variance-requests-approved-by-cdphe.html",sip_submission_form: https://www.denvergov.org/content/denvergov/en/covid-19/coronavirus-news/june-2020/city-and-county-of-denver-variance-requests-approved-by-cdphe.html,
TX,Chambers County,48071,county,3/24/2020,Shelter in Place,start,Chambers County Policy Start,wikidata,
WV,,,state,3/24/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
AL,,,state,3/22/2020,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
WI,,,state,3/25/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NY,Cattaraugus,36009,county,6/16/2020,Phase 3,start,Policy_Details: Restaurants / Food Services & Personal Care reopening    Source information: https://coronavirus.health.ny.gov/home,sip_submission_form: https://coronavirus.health.ny.gov/home,
ME,Piscataquis,23021,county,5/18/2020,Food and Drink,start,"Policy_Details: Rural Reopening : restaurants open for indoor & outdoor dining Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
OH,Allen,39003,county,7/17/2020,Mask Requirement,start,Policy_Details: new counties upgraded to Red Alert Level 3 mandated to wear masks in public    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/19-red-alert-level-three-counties,sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/19-red-alert-level-three-counties,
KS,Rooks County,20163,county,3/28/2020,Shelter in Place,start,Rooks County Policy Start,wikidata,
MI,Roscommon,26143,county,7/31/2020,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 6 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
MI,,,state,3/16/2020,Entertainment,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Cass,31025,county,3/18/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NY,Allegany,36003,county,6/16/2020,Phase 3,start,Policy_Details: restaurants/food services and personal care may reopen   Source information: https://forward.ny.gov/phase-three-industries,sip_submission_form: https://forward.ny.gov/phase-three-industries,
CA,Yolo County,6113,county,3/19/2020,Shelter in Place,start,Yolo County Policy Start,wikidata,
CT,,,state,3/23/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
CA,Solano County,6095,county,3/18/2020,Shelter in Place,start,Solano County Policy Start,wikidata,
TX,Cameron County,48061,county,3/25/2020,Shelter in Place,start,Cameron County Policy Start,wikidata,
HI,,,state,3/25/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
CA,Alameda,6001,county,5/18/2020,Childcare (K-12),start,"Policy_Details: Childcare: 12 or fewer children together

 Phase Level: 1, Phase Details Source information: http://www.acphd.org/media/577582/alameda-county-health-officer-order-20-11-english.pdf",sip_submission_form: http://www.acphd.org/media/577582/alameda-county-health-officer-order-20-11-english.pdf,
PA,Cumberland County,42041,county,3/30/2020,Shelter in Place,start,Cumberland County Policy Start,wikidata,
HI,,,state,4/16/2020,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MN,,,state,3/17/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
LA,,,state,3/17/2020,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Franklin,48159,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ME,Hancock,23009,county,5/11/2020,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
CA,Lake County,6033,county,3/19/2020,Shelter in Place,start,Lake County Policy Start,wikidata,
DE,,,state,3/19/2020,Entertainment,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
PA,Allegheny County,42003,county,3/23/2020,Shelter in Place,start,Allegheny County Policy Start,wikidata,
TN,,,state,3/12/2020,State of Emergency,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NE,Lancaster,31109,county,3/25/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
KS,,,state,4/1/2020,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MO,Jackson,29095,county,5/11/2020,Childcare (K-12),start,"Policy_Details: Open (with limits) Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
TX,Yoakum,48501,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ME,Androscoggin,23001,county,6/17/2020,Outdoor and Recreation,start,Policy_Details: gyms open with added health & safety protocols    Source information: https://www.maine.gov/governor/mills/news/mills-administration-announces-indoor-dining-androscoggin-cumberland-york-counties-can-resume,sip_submission_form: https://www.maine.gov/governor/mills/news/mills-administration-announces-indoor-dining-androscoggin-cumberland-york-counties-can-resume,
PA,Erie,42049,county,6/26/2020,Phase 2,start,"Policy_Details: Erie County is moving into the green phase on June 26 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/,
ID,Adams,16003,county,6/13/2020,Mask Requirement,start,Policy_Details: Recommended individuals where face coverings in public.   Source information: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/,sip_submission_form: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/,4
TX,,,state,3/31/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
VT,,,state,3/25/2020,Shelter in Place,start,"Stay at home, effective at 5 p.m. EDT, March 25 until April 15. On April 10, extended to May 15.",manual,
